title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
The Curious Case of Benjamin Button,MOVIE,"I was born under unusual circumstances. And so begins The Curious Case of Benjamin Button, adapted from the 1920s story by F. Scott Fitzgerald about a man who is born in his eighties and ages backwards: a man, like any of us, who is unable to stop time. We follow his story, set in New Orleans, from the end of World War I in 1918 into the 21st century, following his journey that is as unusual as any man's life can be. Benjamin Button, is a grand tale of a not-so-ordinary man and the people and places he discovers along the way, the loves he finds, the joys of life and the sadness of death, and what lasts beyond time.",2008,166,"['fantasy', 'romance', 'drama']",7.8,37.142,Paramount
The Machinist,MOVIE,"The Machinist is the story of Trevor Reznik, a lathe-operator who is suffering from insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",2004,101,"['thriller', 'european', 'drama']",7.7,22.462,Paramount
"I Love You, Man",MOVIE,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",2009,105,"['romance', 'comedy']",7.0,27.195,Paramount
Hawaii Five-0,SHOW,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",2010,43,"['drama', 'action', 'crime']",7.4,199.167,Paramount
Chappelle's Show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,21,"['comedy', 'music']",8.8,13.557,Paramount
The Ring,MOVIE,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,2002,111,"['horror', 'european']",7.1,37.892,Paramount
Hot in Cleveland,SHOW,"Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land.""",2010,22,['comedy'],7.3,36.789,Paramount
The Lovely Bones,MOVIE,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",2009,136,"['drama', 'fantasy', 'thriller']",6.6,102.073,Paramount
Invader ZIM,SHOW,"Invader Zim is an American animated television series created by Jhonen Vasquez. The show premiered on Nickelodeon on March 30, 2001. The series involves an extraterrestrial named Zim who originates from a planet called Irk, and his ongoing mission to conquer and destroy Earth. His various attempts to subjugate and destroy the human race are invariably undermined by some combination of his own ineptitude, his malfunctioning robot servant GIR, and a young paranormal investigator named Dib, one of the very few people attentive enough to be aware of Zim's identity.",2001,22,"['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'horror']",8.4,19.631,Paramount
Danny Phantom,SHOW,"Danny Fenton was once your typical kid until he accidentally blew up his parents' laboratory and became ghost-hunting superhero Danny Phantom. Now half-ghost, Danny's picked up paranormal powers, but only his sister, Jazz, and best friends, Samantha and Tucker, know his secret. Danny's busy fighting ghosts, saving Casper High and hiding his new identity all while trying to graduate.",2004,26,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy', 'horror']",7.1,61.493,Paramount
She's Out of My League,MOVIE,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",2010,104,"['romance', 'comedy']",6.4,19.118,Paramount
The Fighter,MOVIE,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",2010,114,['drama'],,14.111,Paramount
iCarly,SHOW,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.",2007,26,"['comedy', 'family', 'romance']",6.7,96.149,Paramount
Victorious,SHOW,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2010,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",6.9,76.049,Paramount
Revolutionary Road,MOVIE,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,2008,119,"['romance', 'drama']",7.3,19.063,Paramount
Jackass Number Two,MOVIE,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",2006,92,"['comedy', 'documentation', 'action']",7.0,23.207,Paramount
Ghost World,MOVIE,"Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",2001,111,"['drama', 'comedy', 'european']",7.3,9.554,Paramount
Scary Movie 2,MOVIE,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",2001,83,"['comedy', 'horror']",5.3,85.157,Paramount
Black Dynamite,MOVIE,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House...",2009,85,"['action', 'comedy']",7.3,9.621,Paramount
Drake & Josh,SHOW,"15-year-old Drake and Josh are schoolmates, but not close friends. Drake views Josh as weird and a bit of a goof. So, imagine Drake's shock when he finds out that this ""goof"" is about to become his new step-brother and roommate when his mother marries Josh's father. A spin off of The Amanda Show.",2004,25,"['comedy', 'family']",7.7,108.214,Paramount
Everybody Hates Chris,SHOW,"Chris is a teenager growing up as the eldest of three children in Brooklyn, New York during the early 1980s. Uprooted to a new neighborhood and bused to a predominantly white middle school two-hours away by his strict, hard-working parents, Chris struggles to find his place while keeping his siblings in line at home and surmounting the challenges of junior high.",2005,21,"['comedy', 'drama', 'music', 'animation']",7.5,29.495,Paramount
CSI: Miami,SHOW,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",2002,47,"['drama', 'action', 'crime', 'thriller']",6.4,113.497,Paramount
The Terminal,MOVIE,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",2004,128,"['comedy', 'drama', 'romance']",7.4,23.747,Paramount
The Adventures of Jimmy Neutron: Boy Genius,SHOW,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.",2002,27,"['action', 'animation', 'comedy', 'family', 'scifi']",7.0,57.493,Paramount
The SpongeBob SquarePants Movie,MOVIE,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",2004,87,"['fantasy', 'comedy', 'scifi', 'action', 'animation', 'family']",7.1,82.856,Paramount
We Were Soldiers,MOVIE,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,2002,138,"['action', 'drama', 'history', 'war']",7.1,23.206,Paramount
